Submission Date,Architect,Architect URL,Email,Address,Project Name,Project Location (Europe or UK),List Materials,Photographer,Photographer URL,Construction Type (select all that apply),Year of Project Completion,Image Rights,Project Built Area,"Professional Scope (your role in this project, select all that apply)",Project Typology (select all that apply),Short Project Description
"Aug 15, 2025",White Arkitekter,https://whitearkitekter.com/project/magasin-x-uppsala/,shreya.aneja@white.se,"77 Bastwick Street London, EC1V 3PZ United Kingdom",Magasin X,"Uppasala, Sweden","Name Material: Timber, Name Supplier: NCC - contractor and manufacturer, Select all applicable material categories: Biobased
Circular
Local, Describe where the material is used: Structure and interior finishes, Estimate what % of the project is built with this material: 40%, URL: https://www.ncc.com/
Name Material: Timber, Name Supplier: Martinsons - supplier, Select all applicable material categories: Biobased
Circular
Local, Describe where the material is used: Structure and interior finishes, Estimate what % of the project is built with this material: 40%, URL: https://www.martinsons.se/en/  
Name Material: Norwegian slate, Name Supplier: N/A, Select all applicable material categories: Local, Describe where the material is used: Exterior facade cladding, Estimate what % of the project is built with this material: 20%
",Måns Berg Photography AB,https://www.mansberg.se/,New Build,2021,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,16600,"Architecture
Interior Architecture
Sustainability",Commercial,"Magasin X, Sweden’s largest timber-frame office building, combines timeless design with cutting-edge sustainability. With an all-timber structure, flexible spaces, and energy use just 20% of Sweden’s standard, it achieves LEED Platinum and sets a new benchmark for sustainable architecture."
"Aug 15, 2025",Zerm,https://zerm.org/projets/saisons-zero,contact@zerm.fr,"24 place de la Liberté Roubaix, 59100 France",Saisons Zéro,"Roubaix, France","Name Material: Reclaimed laminated wood panel, Name Supplier: Lille Opera House (via Le Parpaing), Select all applicable material categories: Circular
Local, Describe where the material is used: Flooring of the main exhibition room, Estimate what % of the project is built with this material: 10%, URL: https://leparpaing.fr/magasin 
Name Material: Qulited flax insulation, Name Supplier: Alliance for European Flax-Linen and Hemp, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Textile canopy in the inn rooms, Estimate what % of the project is built with this material: 10%, URL: https://allianceflaxlinenhemp.eu/en 
Name Material: Reclaimed melamine-faced particle board, Name Supplier: RotorDC, Select all applicable material categories: Circular
Local, Describe where the material is used: Interior partitioning, wall coverings, and furniture fittings, Estimate what % of the project is built with this material: 10%, URL: https://rotordc.com/shop 
Name Material: Reclaimed brick, Name Supplier: Le Parpaing, Select all applicable material categories: Circular
Local, Describe where the material is used: Outdoor pavements, terraces, heritage repairs with brick terrazzo, mulching in gardens, Estimate what % of the project is built with this material: 20%, URL: https://leparpaing.fr/magasin
Name Material: Reuse of lighting fixtures and other technical equipment, Name Supplier: The project site itself, Select all applicable material categories: Circular
Local, Describe where the material is used: Layout/arrangement of common rooms (kitchens, dining halls, offices, chapel), Estimate what % of the project is built with this material: 20%",Zerm,https://zerm.org/,Conversion / Adaptive Reuse,2024,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,5700,"Architecture
Interior Architecture",Mixed-use,"Saisons Zéro is a rehabilitation project of a former monastery. Over the course of a five-year architectural residency, Zerm carried out (both design and construction) a series of interventions -structural, thermal, landscape- that explore resource efficiency, material reuse, and energy frugality."
"Aug 15, 2025",Scharabi Architekten,https://scharabi.de/holzhaus-linse-2-2/,kontakt@scharabi.de,"Schwedter Str. 34a Berlin, 10435 Germany",Holzhaus LINSE,"Berlin, Germany","Name Material: Brettsperrholz CLT, Name Supplier: KLH Massivholz GmbH, Select all applicable material categories: Biobased, Describe where the material is used: Load bearing facade construction, Estimate what % of the project is built with this material: 20%, URL: https://www.klh.at/kreuzlagenholz/ 
Name Material: Deckenelemente Holzhohlkörper, Name Supplier: Lignatur Schweiz, Select all applicable material categories: Biobased, Describe where the material is used: load bearing ceiling construction, Estimate what % of the project is built with this material: 30%, URL: https://www.lignatur.ch/ 
Name Material: Holzfaserdämmung, Name Supplier: Steico SE, Select all applicable material categories: Biobased, Describe where the material is used: Isolation of facade walls, Estimate what % of the project is built with this material: 10%, URL: https://www.steico.com/eur/solutions/product-advantages/steico-insulation-materials ",Jan Bitter,https://janbitter.de/,New Build,2022,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,2800,"Architecture
Interior Architecture",Residential,"The LINSE timber building is an eco-friendly KfW Efficiency House 40 Plus with 17 apartments, including a cluster apartment, a youth club, and communal spaces. Constructed using solid cross-laminated timber, the building features façades clad in fibre cement panels and untreated larch wood."
"Aug 14, 2025",General Architecture,https://www.generalarchitecture.se/projekt/cederhusen,john@generalarchitecture.se,"Skeppsbron 28 Stockholm, 11130 Sweden",Cederhusen,"Stockholm, Sweden","Name Material: Cross Laminated Timber, Name Supplier: Setra, Select all applicable material categories: Biobased, Describe where the material is used: Solid wood frame, Estimate what % of the project is built with this material: 35%, URL: https://www.setragroup.com/en/clt/ 
Name Material: Cross Laminated Timber, Name Supplier: Stora Enso, Select all applicable material categories: Biobased, Describe where the material is used: Solid wood frame, Estimate what % of the project is built with this material: 35%, URL: https://www.storaenso.com/en/products/mass-timber-construction/building-products/clt 
Name Material: Cedar shingle facade, Name Supplier: Moelven, Select all applicable material categories: Biobased, Describe where the material is used: Facade cladding, Estimate what % of the project is built with this material: 10%, URL: https://www.moelven.com/about-moelven/division-timber/ 
Name Material: CLT panels, Name Supplier: Primpanel, Select all applicable material categories: Biobased, Describe where the material is used: Facade cladding, Estimate what % of the project is built with this material: 10%, URL: https://primpanel.se/
Name Material: Oak panels, Name Supplier: Nordströms, Select all applicable material categories: Biobased, Describe where the material is used: Facade cladding, Estimate what % of the project is built with this material: 5%, URL: https://nordstromtimber.com/All%20Products/oak/ 
Name Material: Oak wooden moldings, Name Supplier: Nordströms, Select all applicable material categories: Biobased, Describe where the material is used: Interior wooden moldings, Estimate what % of the project is built with this material: 5%, URL: https://nordstromtimber.com/All%20Products/oak/ ","General Architecture, Setra Group, Johan Dehlin, Mikael Olsson",https://www.mikaelolsson.se/index.php?view=comission,New Build,2024,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,24500,Architecture,Residential,"Cederhusen is a residential project in the new in Stockholm. It consists of 245 apartments in two blocks with four buildings, tallest which is 13 floors high. 8798 cubic meters of Swedish-produced cross laminated timber make it one of the largest solid wood projects in a city context in the world."
"Aug 14, 2025",no.ma architecten BV,https://noma-architecten.be/portfolio-item/marshmallow/,info@noma-architecten.be,"Boogschuttersstraat 57 Heverlee, 3001 Belgium",MARSHMALLOW,"Kessel-Lo, Belgium","Name Material: First One (up cycled plastic slates), Name Supplier: Pretty Plastic, Select all applicable material categories: Circular
Local, Describe where the material is used: exterior walls and the roof, Estimate what % of the project is built with this material: 10%, URL: https://www.prettyplastic.nl/products ",Stijn Knapen,https://www.stijnknapen.be/architectuurfotograaf/,"New Build
Renovation",2022,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,190,"Architecture
Interior Architecture",Residential,"The new volume is sheathed with plastic roof and facade slates according to the upcycle principle. This choice was determined not only by the sustainable quality, but also because of the color nuance, the tactility, the 3D layering and shading. Spatiality, internal diagonal sightlines, third place."
"Aug 11, 2025",VAUMM ARQUITECTURA,https://www.vaumm.com/,g.aranguren@vaumm.com,"Paseo fueros 1, 7E Donostia - San Sebastian, 20005 Spain",REHABILITATION OF THE ZARAUTZ PALACE AS A NEW CULTURAL FACILITY,"Getaria, Spain","Name Material: Pine wood, solid and CLT, Name Supplier: EGOIN, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Structure, Estimate what % of the project is built with this material: 30%, URL: https://egoin.com/en/tecnologias/ 
Name Material: Chestnut wood, Name Supplier: TXIRBIL, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Exterior Carpentry, Estimate what % of the project is built with this material: 5%, URL: https://txirbil.com/ 
Name Material: Pine wood and Birch plywood, Name Supplier: ATARI, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Interior Carpentry, Estimate what % of the project is built with this material: 5%, URL: https://www.carpinteriatari.com/ 
Name Material: Birch plywood, Name Supplier: ATARI, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Furniture, Estimate what % of the project is built with this material: 5%, URL: https://www.carpinteriatari.com/ 
Name Material: Laminated oak wood, Name Supplier: Parklex, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Flooring, Estimate what % of the project is built with this material: 10%, URL: https://parklexprodema.com/products/interior-paneling/american-oak/ 
Name Material: Lime mortar, Name Supplier: TIGRE, Select all applicable material categories: Biobased, Describe where the material is used: Stone joints and plaster, Estimate what % of the project is built with this material: 5%, URL: https://cementonaturaltigre.com/en/products/ 
Name Material: Granite stone, Name Supplier: ARCO GALICIA, Select all applicable material categories: Biobased
Circular, Describe where the material is used: Exterior floor and furniture, Estimate what % of the project is built with this material: 10%, URL: https://www.instagram.com/arcogaliciasl/ 
Name Material: Sandstone, Name Supplier: The building itself, Select all applicable material categories: Biobased
Circular
Local, Describe where the material is used: Recompositions, Estimate what % of the project is built with this material: 5%
Name Material: Gravel, Name Supplier: Leftovers from a nearby construction site, Select all applicable material categories: Biobased
Circular
Local, Describe where the material is used: Gravel fillings, Estimate what % of the project is built with this material: 5%",Pegenaute,https://www.pedropegenaute.es/portfolio-category/selected-works/,"Renovation
Restoration
Conversion / Adaptive Reuse",2024,"I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*
I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*",1015,Architecture,"Mixed-use
Institutional / Public
Cultural","The project aims to meet the cultural and public needs of a small municipality by restoring a ruined building. A new wooden structure is inserted between the existing stone walls and the church’s buttress, creating a void of light and flexible spaces while intervening only where strictly necessary."
"Aug 11, 2025",fuinneamh workshop architects with Civil and Structural Engineering Advisors,https://fuinneamh-workshop.com/project/den-talamh/,eolas@fuinneamh-workshop.com,"Baile Adaim, Béal átha an Cheasaigh Cork, T12 K2EX Ireland",den talamh',"Cork, Ireland","Name Material: Earth, Name Supplier: Local Field, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: In hoggin floor and Walls, Estimate what % of the project is built with this material: 50%
Name Material: Wood, Name Supplier: Glennon Brothers, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Roof Structure, Estimate what % of the project is built with this material: 20%, URL: https://www.glennonbrothers.ie/products.html 
Name Material: Reed, Name Supplier: M Thatching, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Roof Finish, Estimate what % of the project is built with this material: 20%, URL: https://thatching.ie/contact-us/ 
","Jed Niezgoda, Seán Antóin Ó Muirí",https://www.jedniezgoda.com/,New Build,2024,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,40,Architecture,Institutional / Public,"The project brief was to create a meeting point for talks on the environment and on the biodiversity within Tramore Valley Park. Conceptually, the building seeks to frame a view to Carroll’s Bog and draw the park visitor closer to observe and contemplate the beauty of this unique landscape."
"Aug 7, 2025",Störmer Murphy and Partners,https://www.stoermer-partner.de/en/projects/,pr@stoermer-partner.de,"Michaelisbrücke 1 20459, 20459 Germany","""Roots"" - the tallest timber high-rise in Germany","Hamburg, Germany","Name Material: Larch wood, fir and spruce., Name Supplier: RUBNER Holzbau GmbH, Select all applicable material categories: Local, Describe where the material is used: Upper storeys, floors and interior walls., Estimate what % of the project is built with this material: 50%, URL: https://www.rubner.com/de/holzbau/leistungen/#produktion 
","GARBE Immobilen- Projekte, Daniel Sumesgutner, Störmer Murphy and Partners",https://sumesgutner.de/en/portfolio/,New Build,2024,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,36000,Architecture,Mixed-use,"This eco-friendly building with 19 storeys and a height of 65 metres has a high proportion of solid wood - a total of 5,500 m³. With the exception of three service cores and a base built of reinforced concrete, all the upper storeys are constructed with solid wood floors and interior walls."
"Aug 6, 2025",Collectif hammak,https://hammak.be,ced@hammak.be,"39 rue Adolphe Lavallée Molenbeek, 1080 Belgium",Latour,"Brussels, Belgium","Name Material: Preserve and highlight the existing elements, Name Supplier: ""Simplicity"", Select all applicable material categories: Circular, Describe where the material is used: Simply painted, sanded and varnished — or left raw, Estimate what % of the project is built with this material: 70%
Name Material: Cork insulation, Name Supplier: Ecobati, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Rear facade insulation, Estimate what % of the project is built with this material: 15%, URL: https://ecobati.com/nl/produit/isoliege-geexpandeerde-kurk-isolatieplaat-80-mm-1000-x-500-mm-2/ 
Name Material: Plywood, Name Supplier: Gédébois, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Interior furniture, Estimate what % of the project is built with this material: 5%, URL: https://gedebois.be/product-category/panneaux/multiplex/ ",Collectif hammak,https://hammak.be,"Renovation
Restoration",2025,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,232,"Architecture
Interior Architecture",Residential,"Poor-quality additions and finishes are removed to restore the original volume and highlight the existing century-old materials. The rear façade is insulated with cork. Furniture is made from wood panels. Some spaces are left raw. It reflects a minimal, eco-conscious design approach."
"Aug 6, 2025",Collectif hammak,https://hammak.be,ced@hammak.be,"39 rue Adolphe Lavallée Molenbeek, 1080 Belgium",Desmedt,"Brussels, Belgium","Name Material: Plywood, Name Supplier: Gédébois, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: New doors, kitchen, laundry, stair, Estimate what % of the project is built with this material: 10%, URL: https://gedebois.be/product-category/bois/ 
Name Material: Interior wooden doors and windows, Name Supplier: Salvaged from another construction site (in Brussels) of ""collectif hammak"", Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Interior doors and windows, Estimate what % of the project is built with this material: 5%
Name Material: Cork floor, Name Supplier: Kurkfabriek van avermaet, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Living, laundry and rooms floor, Estimate what % of the project is built with this material: 5%, URL: https://www.kurk.be/nl/kurkproducten/vloer-kurktegels/ 
Name Material: Concrete paver, Name Supplier: Reclaimed on-site, Select all applicable material categories: Circular
Local, Describe where the material is used: Outdoor terrace, Estimate what % of the project is built with this material: 5%
Name Material: Recycled plastic panels, Name Supplier: Bel Albatros, Select all applicable material categories: Circular
Local, Describe where the material is used: Worktop and backsplash in the kitchen, skirting board in the living and annex., Estimate what % of the project is built with this material: 1%, URL: https://www.belalbatros.com/stock-panneaux-plastique-recycle ",Collectif hammak,https://hammak.be,"Renovation
Conversion / Adaptive Reuse",2025,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,109,"Architecture
Interior Architecture",Residential,"Conversion of three substandard studio into a house with a garden.
The two large bay windows draw the garden and terrace into the interior.
The metal structure — although part of the upper floor was removed — is preserved. It defines the living space into distinct areas and becomes a key element."
"Aug 5, 2025",LSD Architects,https://www.lsdarchitects.co.uk/projects/forest-gate-house,hello@lsdarchitects.co.uk,"Unit 13, 39 Gransden Ave London, E8 3QA United Kingdom",Forest Gate House,"London, UK United Kingdom","Name Material: Cork flooring, Name Supplier: Granorte, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Interior floor finishes, Estimate what % of the project is built with this material: 5%, URL: https://www.granorte.pt/en/products 
Name Material: Iroko timber, Name Supplier: Timbersource, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Bespoke timber joinery (window bench, storage), Estimate what % of the project is built with this material: 1%, URL: https://www.timbersource.co.uk/hardwood/other-hardwood-range/west-african-iroko-timber?gad_source=1&gad_campaignid=22119677421&gbraid=0AAAAADsL8CYetVJ89cdROQIeCbWDukWDq&gclid=Cj0KCQjwn8XFBhCxARIsAMyH8BuKjFrnaIzH8twb-F9_zIJlcWhCQ450ELDp8L1jy80L7nG6o4TAJFQaAmVGEALw_wcB 
Name Material: Douglas fir, Name Supplier: Lawsons, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: Timber joists, Estimate what % of the project is built with this material: 5%, URL: https://www.lawsons.co.uk/timber/timber-carcassing/treated-carcassing?gad_campaignid=13285442579&gad_source=1&gbraid=0AAAAADvDcCsjb-CtBfknxPhtKI0i5zZ7l&mh_keyword=lawsons+timber 
Name Material: Cork furniture, Name Supplier: Granorte, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Patio, Estimate what % of the project is built with this material: 1%, URL: https://www.granorte.pt/en/ 
Name Material: Timber, Name Supplier: N/A, Select all applicable material categories: Biobased
Biodegradable
Circular
Local, Describe where the material is used: Reclaimed structural timbers (joists), Estimate what % of the project is built with this material: 5%
Name Material: Porcelain tiles, Name Supplier: Boutique Stone, Select all applicable material categories: Circular
Local, Describe where the material is used: Facade and patio, Estimate what % of the project is built with this material: 5%, URL: https://boutiquestone.co.uk/category/patio-garden-external-porcelain-tiles ",Peter Molloy,https://www.petermolloyphotography.com/,"Extension / Addition
Renovation",2024,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,30,"Architecture
Interior Architecture",Residential,"Rear garden extension and refurbishment of a Victorian terrace in East London. The design introduces large sliding doors, pivot door, and roof-lights for daylight, with bespoke timber joinery, exposed structural timbers, and cork flooring. Focus on sustainable materials and cost-effective detailing."
"Aug 4, 2025",Mil Lieux,https://www.mil-lieux.fr/projet/eloyes-maison-de-sante-et-pharmacie/,contact@mil-lieux.fr,"22 Rue Erckmann Chatrian Nancy, 54000 France",Multidisciplinary Health Center and Pharmacy,"Eloyes, France","Name Material: Rammed earth, Name Supplier: Gargano, Select all applicable material categories: Biobased, Describe where the material is used: It is used in structural walls, but also as a finishing material. It constitutes the main facade of the project., Estimate what % of the project is built with this material: 20%, URL: https://www.josephgargano.com/terre-crue-pise/ 
Name Material: CLT, Name Supplier: Passiv Home, Select all applicable material categories: Biobased, Describe where the material is used: It constitutes the interior wall assemblies and structure., Estimate what % of the project is built with this material: 10%, URL: https://passivhome-construction.com/ 
Name Material: Straw insulation, Name Supplier: Passiv Home, Select all applicable material categories: Biobased, Describe where the material is used: It is used as insulation in wall assemblies and in timber-frame walls., Estimate what % of the project is built with this material: 15%, URL: https://passivhome-construction.com/ 
Name Material: Wood fiber, Name Supplier: Passiv Home, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: It is used as insulation in wall assemblies and in timber-frame walls., Estimate what % of the project is built with this material: 10%, URL: https://passivhome-construction.com/ 
Name Material: Stone, Name Supplier: Ettec, Select all applicable material categories: Local, Describe where the material is used: Stone is used as cladding and as an exterior finishing element., Estimate what % of the project is built with this material: 5%, URL: https://ettec.org/ ",Mil Lieux,https://www.mil-lieux.fr/,New Build,2024,I am the copyright holder of the submitted images. I grant March Materials UG** the right to publish the images on its online platform and social media channels.*,985,Architecture,Healthcare,The project aims to set an example of eco-responsibility. Our approach focuses on the quality and functionality of spaces. Material choices were guided by durability impact. The structure combines a timber frame with straw insulation and rammed earth with an external cladding made of regional stone.
"Aug 2, 2025",bureau SLA,https://bureausla.nl/project/charloisse-lagedijk-743/?lang=en,vanassche@bureausla.nl,"Wagenmakerij 1-K Zaandam, 1505SG Netherlands",Artist in Residence Rotterdam,"Rotterdam, Netherlands","Name Material: Prefab lime-hemp elements, Name Supplier: Dun Agro, Select all applicable material categories: Biobased
Biodegradable
Local, Describe where the material is used: All walls, floors and roofs, Estimate what % of the project is built with this material: 100%, URL: https://dunagrohempgroup.com/products/ ",Jeroen Verrecht,https://www.jeroenverrecht.com/,New Build,2022,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,500,Architecture,"Residential
Institutional / Public","The artist-in-residence offers theater makers, artists, writers, musicians, and performers a temporary living, working and try-out space. The entire building is made out of prefab lime-hemp elements: all walls, floors and roofs."
"Aug 2, 2025",bureau SLA,https://bureausla.nl/project/a11-hembrug/?lang=en,vanassche@bureausla.nl,"Wagenmakerij 1-K Zaandam, 1505SG Netherlands",Hembrug A11,"Zaandam, Netherlands","Name Material: Timeless Terrazzo, Name Supplier: bureau SLA, Select all applicable material categories: Circular, Describe where the material is used: All the floors of the studio, Estimate what % of the project is built with this material: 30%
Name Material: CLT (reclaimed), Name Supplier: Audi, Select all applicable material categories: Circular, Describe where the material is used: All the new interior walls, Estimate what % of the project is built with this material: 30%,
Name Material: Wool (waste), Name Supplier: Hollands Wol Collectief, Select all applicable material categories: Biobased
Circular, Describe where the material is used: All wall paneling, Estimate what % of the project is built with this material: 30%, URL: https://www.hollandswolcollectief.nl/ 
","Thijs Wolzak, Luuk Kramer",https://luukkramer.nl/,"Renovation
Restoration
Conversion / Adaptive Reuse",2025,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,260,"Architecture
Interior Architecture","Residential
Commercial","The interior was made with reclaimed materials: terrazzo from discarded grave monuments, walls from an Audi pavilion and panels made from wool of Rotterdam sheep. The materials are not used ""as found""; we've tried to design new aesthetics with respect, love and dedication."
"Aug 2, 2025",Agency in Biosphere,https://agencyinbiosphere.com/architecture,studio@agencyinbiosphere.com,"Mariahilferstrasse 30 (links) Graz, 8141 Austria",Re:House,"Premstätten, Austria","Name Material: Mahogani Wood Panels (Reuse 1970), Name Supplier: Demolished University Building Graz, Select all applicable material categories: Biodegradable
Circular
Local, Describe where the material is used: Wall Panels , Estimate what % of the project is built with this material: 5%
Name Material: Earth, Name Supplier: From Building site, Select all applicable material categories: Biobased
Circular
Local, Describe where the material is used: Rammed Earth: All outside Walls and inside Walls (except South Wall), Estimate what % of the project is built with this material: 40%
Name Material: Wooden roof trusses, Name Supplier: From demolished brewery Building Graz Reininghaus, Select all applicable material categories: Biobased
Circular, Describe where the material is used: Roof, Estimate what % of the project is built with this material: 10%
",Tom Biela,https://www.instagram.com/atelier_biela/,Extension / Addition,2025,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,82,Architecture,Residential,The Re:House renovates and extends an existing house ensemble; all construction measures were implemented with aim to minimize the ecological footprint; 60-65% ReUse building materials were used within a radius of 15 km; local harvested materials etc.
"Aug 1, 2025",Mark Hackett architect,https://www.instagram.com/mark_hackett/?hl=en,mark@hackettarchitects.com,"13 Rosemount Gardens Belfast, BT15 5AG United Kingdom",Culmore Fort,"Derry, United Kingdom","Name Material: Hemp insulation batt, Name Supplier: IndiNature, Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: 300mm Insulation in renewed timber roof, Estimate what % of the project is built with this material: 5%, URL: https://www.indinature.co/inditherm 
Name Material: Foam Glass, Name Supplier: Glapor, Select all applicable material categories: Circular, Describe where the material is used: Ground floor as deep base layer and insulation, and other voids, Estimate what % of the project is built with this material: 5%, URL: https://www.glapor.de/en/
Name Material: Limecrete and Lime mortar, Name Supplier: RoundTower Natural Hydraulic Lime, Select all applicable material categories: Circular
Local, Describe where the material is used: Interior Ground floor above Foam Glass layer and limecrete and stone repairs throughout, Estimate what % of the project is built with this material: 20%, URL: https://www.roundtowerlime.com/categories/lime 
Name Material: Reclaimed pine beams, Name Supplier: Local reclaim and reuse from Irish church truss in Cork, Select all applicable material categories: Circular
Local, Describe where the material is used: First floor structure, Estimate what % of the project is built with this material: 10%
Name Material: Reused timber joists from site, Name Supplier: Original to 19th C renovations / reclaimed, Select all applicable material categories: Circular
Local, Describe where the material is used: First floor planks spacing beams and entrance, Estimate what % of the project is built with this material: 10%
Name Material: Clay Paint, Name Supplier: Earthborn, Select all applicable material categories: Biobased
Circular, Describe where the material is used: All painted surfaces, some walls, ceilings and painted timber, Estimate what % of the project is built with this material: 5%, URL: https://earthbornpaints.co.uk/paint/claypaint/?srsltid=AfmBOor0rBsjfO8UtPoHEEkORZPbKRPTOwQrWXef15P8aYQ_IEvFzQRF 
Name Material: Wood Oils and stains, Name Supplier: Osmo, Select all applicable material categories: Biobased
Biodegradable, Describe where the material is used: Most exposed timber floors, stairs, rails., Estimate what % of the project is built with this material: 5%, URL: https://osmouk.com/product/oil-stain/
Name Material: Brick, Name Supplier: Reused local brick from 19th C removed from works, Select all applicable material categories: Circular
Local, Describe where the material is used: 19th C brick had blocked up recess for flues, these were removed, reclaimed and many used for small areas of flooring and making good recess areas in lime mortar, Estimate what % of the project is built with this material: 5%
Name Material: Irish Limestone, Name Supplier: McMonigle Stone and Kilkenny Limestone, Select all applicable material categories: Circular
Local, Describe where the material is used: On ground floor, Estimate what % of the project is built with this material: 5%, URL: https://www.mcmonaglestone.com/homeowner/irish-blue-limestone-paving?srsltid=AfmBOooSv2M7i7b1OiYQ4EmofYvaUjzLcBu4xqbWVtRZm5iHKcl2N7Ey 
Name Material: Cork - Agglomerated cork, Name Supplier: VIPEQ , Select all applicable material categories: Biobased
Biodegradable
Circular, Describe where the material is used: Insulation at floor edges, roof edges and junctions , Estimate what % of the project is built with this material: 5%, URL: https://www.vipeq.eu/cork-a-very-effective-insulator/ ","Elyse Kennedy, Mark Hackett",https://www.elysekennedy.com/,"Renovation
Restoration
Conversion / Adaptive Reuse",2025,I am not the copyright holder of the submitted images. I confirm that I have obtained permission from the copyright holder(s) to allow March Materials UG** to publish the images on its online platform and social media channels.*,30,Architecture,Institutional / Public,"15thC  tower house, fought over, follied, closed six decades and now opened by the adjacent community hall. The space reconnects therapy courses for young people to local nature, beach and history in this fast grown unstructured suburb. The renewal aligns material values with social use and needs."
